audit_id,dataset,auditor_id,label_semantic,label_answerable,failure_type,confidence,notes
v4_paper1000_mixed_blind1000-00954,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00955,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00956,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00957,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00958,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00959,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00960,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00961,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00962,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00963,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00964,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00965,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00966,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00967,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00968,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00969,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00970,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00971,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00972,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00973,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00974,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00975,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00976,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00977,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00978,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00979,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00980,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00981,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00982,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00983,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00984,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00985,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00986,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00987,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00988,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00989,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00990,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00991,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00992,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00993,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00994,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00995,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00996,hotpot_qa/distractor,auditor2,,,,,
v4_paper1000_mixed_blind1000-00997,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00998,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-00999,copenlu/fever_gold_evidence,auditor2,,,,,
v4_paper1000_mixed_blind1000-01000,hotpot_qa/distractor,auditor2,,,,,
